rewardsSnapshot0,rewardsSnapshot1,rewardsSnapshot2,rewardsSnapshot3,rewardsSnapshot4,rewardsSnapshot5,rewardsSnapshot6,rewardsSnapshot7,rewardsSnapshot8,rewardsSnapshot9
"[ -38.46497195 -219.19512506  -38.46497195 -219.19512506  -38.46497195
 -219.19512506  -38.46497195 -219.19512506  -38.46497195 -219.19512506
  -38.46497195  -38.46497195 -219.19512506  -38.46497195 -219.19512506
  -38.46497195 -219.19512506  -38.46497195 -219.19512506]","[-232.47120864 -106.58859246 -117.17299405 -266.13727163 -166.69973216
 -292.03763386 -174.80437012 -226.19195764 -294.43690825 -266.13727163
 -198.15180597 -126.65633788  -86.78321039 -169.20444713 -204.46892042
 -197.47045076 -254.59697618 -235.01456561 -233.70211624]","[-103.22842136 -434.93167276 -323.79764028 -198.99272559 -240.82182928
 -264.24665978 -275.12545997 -263.98846255 -315.76112043 -249.2283939
  -77.06791653 -409.61513836 -144.9981517  -306.48536518 -194.22775661
 -337.24212735 -435.34449152 -329.95042034 -226.19841373]","[-328.69455741 -320.05608433 -652.03277624 -424.34687301 -425.99068356
 -376.70974636 -110.82842661 -448.58352194 -296.06140242 -142.97120714
 -356.11531222 -380.24752607 -402.45767304  -35.77941524 -491.83392077
 -258.79828026 -166.09852937    7.65303158 -260.61705924]","[-111.18556537 -195.88443662 -246.27923746   11.47198003 -174.27538428
 -262.83651409 -241.11495504 -173.09928278 -113.52780718 -139.88310227
   12.24085706 -119.89875682 -113.60321357 -269.17494257 -113.52780718
 -104.88400761   16.05814296 -246.53944009 -116.25018763]","[-243.54261049 -110.13127902 -118.83738803  -81.05325364   14.50683135
 -180.13454086  -13.60232077 -258.22862623  -26.58076455  -42.86692631
 -133.96069196 -145.77469145 -114.42923169 -150.03721205  -46.28714226
 -116.51519468  -75.88661552   54.74860116  -35.31936566]","[  18.75083705   32.15076925   51.50153193  -75.78272076 -109.48034279
 -215.1594384   -72.46052624  -90.56139787  -31.43736783 -217.66146911
  -62.18135206  -98.7582967  -212.0350218  -142.53585349 -118.1126771
  -24.57535747 -161.68481079  -43.22329863  -31.43736783]","[-129.21083259 -233.98203247  -59.16730008 -202.44113758 -306.92947809
 -270.70349482 -172.4520817  -191.22672902 -141.34581784 -153.49098411
 -103.86750776 -238.74838217 -171.07195742 -193.29107749 -154.96452226
   21.72800256 -144.9787096  -146.96778773 -151.77328109]","[-295.26096678 -440.71605757 -213.86379626 -321.43988684 -293.26741752
 -511.27064462 -144.40527389 -324.67785142 -440.71605757 -288.27271424
 -257.0863548  -384.06089483 -342.4397353  -155.25719771 -302.43364963
 -159.93472116 -457.23701635  -76.16982495 -421.66293909]","[-330.86654089  -90.90251968 -330.86654089  -90.90251968 -330.86654089
  -90.90251968 -330.86654089  -90.90251968 -330.86654089  -90.90251968
 -330.86654089  -90.90251968 -330.86654089  -90.90251968 -330.86654089
  -90.90251968 -330.86654089 -330.86654089  -90.90251968]"
"[-201.80233351 -197.93027702 -197.93027702  -55.82135682 -197.93027702
  -55.82135682 -197.93027702  -55.82135682 -197.93027702  -55.82135682
 -197.93027702  -55.82135682 -197.93027702  -55.82135682 -197.93027702
  -55.82135682 -197.93027702 -197.93027702  -55.82135682]","[-287.44767476 -255.49549396 -335.14933263 -283.658124    -91.2179468
 -298.63955849 -259.97227382 -239.17662849 -128.37693661 -135.07720804
 -230.69524794  -42.77158668  -42.77158668 -276.44826328 -306.10014537
 -133.27477163  -95.05625687 -242.87180733 -111.08086235]","[-232.26837691 -371.66443773 -182.24797621 -198.53634372 -224.18987422
 -232.26837691 -168.33406574 -506.18225176 -371.13390803 -348.09783203
 -250.07317379  -82.96546013 -324.49479026 -170.94990717 -232.56049523
 -231.7565211  -114.97641682 -208.36884598 -163.9478231 ]","[-566.24393514 -127.23084604 -300.46183956 -387.39558    -187.975458
 -153.78058557 -398.9089169  -602.39181298 -537.10096344 -180.01198936
 -260.43662608   79.26374557 -189.70955425  207.06547915 -267.37516013
 -372.50752931 -267.81234929 -588.51221385 -303.25339116]","[-239.46065618 -140.28132    -223.36929175 -199.350216   -157.34236924
  -31.44746175 -202.79823199  -11.84103923 -122.29924682  -41.06132069
  -73.22042838    6.77811546 -264.81111222 -186.75457442 -239.46065618
  110.11997672  -32.36909693 -127.61638381  -32.79647982]","[ -35.97796292   37.47202075   43.32738205 -191.12073151   84.41263127
  -57.23213313  -67.80333524  -52.45289388  -48.80622547   33.07076572
   26.29191437 -116.39235535   21.56960414 -146.66579187  -57.83012849
  -47.11559703   28.01946156  -60.13176297  -39.97047853]","[ -50.7766274   -67.67999147  -75.4725455  -120.29502192 -144.47669841
   89.5742893   -40.06797055   92.69407804  -13.57059888  -97.34416887
  -28.46384927 -140.55139608 -117.09114112  -92.62973625 -117.16125236
  -12.02290632  -12.02290632   27.39018548   43.55002893]","[-204.78834921 -175.80993089 -202.46496551 -165.68684806 -119.77338374
 -217.82563707 -135.16766466    1.48424492 -221.91470303    6.6121064
 -222.14109069 -331.64275433 -102.61117093 -192.96276946  -88.43429913
 -106.39505948 -159.80484943 -102.26455074 -176.51947475]","[-353.24947411 -392.8817762  -510.66531465  -85.30748356 -218.39422512
 -298.46829588 -267.55609603 -226.46231816 -246.08807551 -129.3085484
  -85.30748356 -271.68363667 -409.26403785 -392.98482024   72.06544602
 -254.17299194 -214.13653502 -467.66839793 -370.87326455]","[-140.24622853 -270.08321912 -270.08321912 -151.75504175 -270.08321912
 -151.75504175 -270.08321912 -151.75504175 -270.08321912 -151.75504175
 -270.08321912 -151.75504175 -270.08321912 -270.08321912 -151.75504175
 -270.08321912 -151.75504175 -270.08321912 -151.75504175]"
"[  71.70889795  115.00883164  115.00883164 -122.81125125  115.00883164
  115.00883164 -122.81125125   71.70889795  115.00883164  115.00883164
 -122.81125125  115.00883164 -122.81125125  115.00883164 -122.81125125
  115.00883164 -122.81125125  115.00883164 -122.81125125]","[-293.84506148 -238.6395414  -142.34342202 -147.85926732 -272.21608248
 -416.00836833 -254.62575672 -107.74364004  -72.37648733 -278.93287734
  -33.69463904 -240.91023262 -225.03220574  -90.48128995 -171.8581395
 -294.38020236 -307.46028494 -331.28062727 -237.42484249]","[ -51.61775734 -309.58986525 -281.08849837 -357.14925485 -174.37688622
 -318.46159305 -554.61498377 -266.29332413 -136.48541946 -327.46646061
 -285.2033385  -428.94916337 -221.318878   -313.78048189 -174.37688622
 -270.89699276 -167.08396586 -169.68696296 -100.06481152]","[-159.18970845 -332.60463042 -285.62147336 -278.62897902 -279.5609677
 -198.08416433 -401.62154217 -189.77732614 -410.47129119 -190.90017791
 -419.19471364  114.44372294 -251.10999326 -490.64451364  -24.66211703
 -400.45440623  -35.28941536 -402.63098197 -225.41651228]","[ -94.55510078 -140.29727462  -99.23478702 -171.26882001  -38.73969441
 -133.12477939  -89.76668484 -351.03662425 -205.63707235   -5.44936821
 -140.13908578 -171.97909083 -113.80059545  -99.28197745   -8.57381285
 -133.12477939 -154.19753253 -137.77269055  -83.01348642]","[ -56.61061771  -89.49858114  136.62969784   31.05413968 -130.23293506
  -49.93194309 -168.33634582  -21.34861326    0.70678862  -63.27443814
 -177.90832831  -51.23251515  -87.80742327 -174.37528869  -91.55439601
  -40.28908774   30.99706009 -237.90120824 -138.57228017]","[ -83.75651699   67.61705348   23.40327932 -191.73506538   77.86324971
 -134.04011238 -181.91709167  107.05636506   67.65299159  -86.12152195
  -30.34969692   46.93953681 -237.55905985  -33.21984616  -43.1400356
  -30.34969692  -19.21448187 -176.69036682   77.84867042]","[-191.74396715  -92.23984298   11.81241174  -39.55607731  -35.55277392
 -131.93518924 -232.1642537  -276.65275542 -188.72756009 -216.64415108
  -95.45840609 -260.5669298  -176.49752752 -220.47049734 -283.78388291
 -130.43768788 -290.69129915  -82.93316532 -212.92869689]","[-349.39766952 -381.52203536 -382.69845199 -310.17007609 -305.05604805
 -387.21615806 -283.73780075 -196.01034225 -274.57873911 -210.26452452
 -295.39777341  -65.52297707 -309.63264237 -424.39263972 -154.9962407
 -428.04518305 -428.04518305 -200.9751348  -206.3291954 ]","[-143.58071181 -150.56041788 -150.56041788 -429.17861899 -150.56041788
 -429.17861899 -150.56041788 -429.17861899 -150.56041788 -429.17861899
 -150.56041788 -429.17861899 -150.56041788 -429.17861899 -143.58071181
 -150.56041788 -150.56041788 -150.56041788 -429.17861899]"
"[-57.67356778  45.52641659 -27.02978053 -57.67356778 -57.67356778
  45.52641659 -27.02978053 -57.67356778 -57.67356778  45.52641659
 -27.02978053 -57.67356778 -57.67356778  45.52641659 -57.67356778
 -57.67356778  45.52641659 -57.67356778  45.52641659]","[-176.57210237 -253.75615713 -168.40048345  -97.11305918 -260.50282934
 -105.7025358  -130.03697696 -229.24900375 -257.5685229  -165.40183966
  -95.90563599 -204.4058523  -227.38065864 -195.35414385 -278.0803174
 -314.74530186  -34.49981206 -166.38164193  -85.11635677]","[-356.98161227 -274.11750781 -297.45412069 -123.97667706 -142.87180723
 -276.56952093 -140.7344528  -477.20741463 -260.59654178 -280.23146133
 -214.66665593 -215.45149759 -269.21975841 -332.53100993 -142.87180723
 -168.81631155 -341.47504664 -186.82580724 -315.72466917]","[-394.44074343 -326.97341168 -521.2856532  -353.79526873 -258.58115529
  -39.11773831 -435.5650002  -385.42529547 -212.82999006 -361.29712872
 -210.48310409 -149.18438327 -236.76364472 -308.44025483 -105.68670404
 -327.19351954 -446.36685331   44.75498482 -224.42920494]","[ -26.88821224 -159.74836499 -279.22295168 -195.82815278 -234.38344573
  -71.73096291 -191.57217077 -223.30078784  -93.90511907 -270.77381134
 -155.41589366 -150.45238791 -213.38901234 -196.0749431  -113.70755562
 -138.09151357  -26.00436268 -213.38901234 -127.92332399]","[ -69.36774944 -189.04287682  -80.86350666 -171.37415967  -81.16580123
 -123.8094456    34.4034258   -43.09870505   24.52851079   24.83359518
   85.8701705   -48.22243235 -146.69009035   30.7287292  -161.75994719
 -166.85555069  -49.514913    -22.60817187  -45.25846752]","[-118.30277827  -39.91852637  -54.67512102  -70.36146745 -175.62118918
  -83.83259068 -220.73815659  -76.44800239 -105.34450094  -66.55171515
  -18.32894476  -54.06015316  -20.59925968 -175.62118918  -82.56257636
  -29.92404995   14.79292225   -6.19394107  -33.89093695]","[ -90.60062    -241.52563319  -92.00028428 -244.87259137 -230.14035568
 -117.41749873 -281.86922526 -237.37447923 -170.98643803 -295.5107005
 -196.83457554 -203.27990823 -163.41747902 -140.5001059   -83.59331022
    8.14588318 -268.07091378 -159.87310991 -278.26731291]","[-232.81562356 -150.24620121 -313.64678919 -292.72668325 -147.04794717
 -397.60786383 -238.40997361 -396.42214175 -290.12210001  -82.73288034
 -336.94064454 -295.07764036 -354.75714939 -292.09858423 -388.4381057
 -224.36501986 -322.25874133 -250.65686707 -433.80217496]","[-190.31509889  -91.62406999  -91.62406999 -226.89430915  -91.62406999
 -226.89430915  -91.62406999 -226.89430915  -91.62406999 -226.89430915
  -91.62406999 -190.31509889  -91.62406999  -91.62406999 -226.89430915
  -91.62406999 -226.89430915 -190.31509889  -91.62406999]"
"[-98.77640917   9.01639835 -98.77640917   9.01639835   9.01639835
 -48.04387046 -98.77640917   9.01639835   9.01639835 -48.04387046
   9.01639835 -48.04387046   9.01639835 -48.04387046   9.01639835
 -48.04387046 -98.77640917   9.01639835   9.01639835]","[-262.91683638 -329.22293517 -282.74312027 -210.34940884 -277.06808068
 -135.51205863  -64.55668868 -215.38530014 -196.83969964 -230.8046542
 -206.58951108 -191.90088011 -365.7126911  -323.84543689 -191.81165872
 -160.30659841 -306.24351733  -75.12497162 -132.14328794]","[-274.39407233 -338.08790917 -192.67685599 -227.49795697 -369.28805607
  -80.74832955 -328.40112011 -142.18881713   37.58204717 -249.94782655
 -258.21406784 -258.56498212 -135.01621872 -249.55470323 -239.15642515
 -350.75136101 -300.38150062 -307.99750073 -228.28220149]","[  63.11686084 -199.99216659 -463.18082891 -413.7938739  -239.98209049
 -248.94822658 -160.17525952 -197.04227732 -186.0601261  -292.08404017
   37.66282922 -266.66446384 -536.8799204  -244.77754342 -463.4162928
  -87.72026633 -544.90889811 -380.04766156]","[-130.76664831 -107.93171082 -125.26867384    1.7393874  -167.65368618
 -144.19838189 -332.91444251 -150.01097048 -153.01154343 -139.01075288
 -209.4814547  -208.03426995 -186.07940142 -247.08051569 -188.91428613
 -296.37101826 -234.15385267 -188.91428613 -139.3017446 ]","[-219.98003739 -152.60612428  -82.6785183     0.22367019 -136.45468683
  -38.09155013   58.02822555   28.79702727   -5.92796002  -79.42280233
  -74.76300952  -13.2300868  -162.14598565    2.84050933  -43.83731475
  -63.79037758  107.02860237  -58.55085266  -59.56921887]","[  49.24033953  -67.62041132   99.15031131  -13.19022428  -60.11012261
  -43.48198572 -152.04427158 -169.58292783  139.80488776    6.53364841
  -39.01400592  -52.20109917  -41.61049231 -130.28704974 -101.30118198
    1.20466772  -83.69204975 -129.53994267   99.15031131]","[ -79.71226401 -116.46519293 -316.51136246 -339.8391268  -163.06893676
 -178.54821156 -167.79787918 -371.54163392 -138.65157662 -335.18312482
 -198.66572573  -50.41757545 -183.54070423 -269.21182926 -202.06873797
 -224.19113288 -134.41195187 -201.01719704 -276.81353998]","[-271.51536574 -201.16075776 -303.85964165 -257.78203179 -458.31170427
 -376.57478692 -349.02388849 -334.22353777 -200.90938261 -553.8045658
 -181.11707229 -182.93272936 -202.0272457  -294.88664826   -3.31696368
 -280.89284144 -447.90043802 -521.69959684 -284.2563951 ]","[-299.15043005 -170.08504827 -170.08504827 -318.24791779 -170.08504827
 -318.24791779 -170.08504827 -318.24791779 -299.15043005 -170.08504827
 -299.15043005 -170.08504827 -299.15043005 -170.08504827 -318.24791779
 -170.08504827 -318.24791779 -170.08504827 -318.24791779]"
"[ -29.23233769   -0.12980222  -29.23233769   -0.12980222 -128.89414681
  -29.23233769 -128.89414681  -29.23233769 -128.89414681  -29.23233769
 -128.89414681 -128.89414681  -29.23233769  -29.23233769   -0.12980222
  -29.23233769   -0.12980222  -29.23233769   -0.12980222]","[ -83.20083563 -221.53982873 -165.98891696 -107.80426078  -96.79667795
  -82.40678861 -304.70181261  -73.33430281 -146.14275018 -331.84978285
 -223.57100796 -290.3480381  -136.81044121 -125.44249868 -136.27172994
 -248.39967367 -250.63129831 -115.76857716 -145.51745044]","[-393.10380129 -259.08256782 -257.16128338  -98.69370774 -253.47788425
 -347.21491645  111.84231237  -87.02002778 -233.44646364 -195.07644869
 -191.13734404 -369.5598982  -313.47843324 -160.46379605 -194.41481308
 -181.61699818 -157.10384761 -227.19826868 -154.56958799]","[-393.20368843  -61.70135844 -213.65511681 -449.08570842 -100.42765329
 -366.64186766 -648.25581173 -345.03051199  -33.7697263  -421.45070858
 -243.14670127  -88.87426003 -327.32174929 -462.02910755 -481.48450433
 -336.81390655  -10.63062254 -435.65493222 -124.41178688]","[-142.09150652  128.19341315 -121.79033876 -157.89296091  -66.82667406
 -167.86013909  161.86453191 -196.67165124 -171.91140628 -112.45108391
   13.22022314 -166.42758617 -177.50615202 -278.72387732 -142.09150652
   78.84703968 -184.83310303 -177.6865685  -165.58640739]","[-176.55596478   -7.72351222  203.7263062   -95.25452996  -11.36945837
   -0.24168516   17.59557654 -154.8711716   -40.84604597  -90.02652752
   41.5779455    34.91468324  125.33484208 -128.02832158  -82.08245272
  -46.79457247  -61.32027837  -20.96536938  -87.90190492]","[ -56.31191282   99.67291101    3.90283173 -102.58296019 -129.53083817
  133.99047462  -22.16371043    7.40119538 -127.28355842  -56.27409359
   14.76693088  -83.37703837 -221.23321783   -2.16479474 -119.82707467
    5.89254844    3.90283173  116.13113781    8.92213017]","[-146.58737484 -261.51015901 -347.85158439 -287.17856106  -35.87086983
   -4.81419738 -217.63969544 -203.23162452 -114.60401141 -279.45157732
 -115.5138115  -169.43108051 -318.73565602 -153.9219054  -248.92855876
  -49.14362936 -135.30517461 -301.93394538 -155.17582584]","[-289.50195134 -276.00604166 -218.79115903 -248.04558585 -241.11946398
 -304.1337742  -237.53629089 -327.56926343 -120.02498482 -357.93117061
 -407.93703945 -342.93203931 -284.10413762 -274.28107529 -175.64790227
 -175.12694602 -338.49080423 -227.72074009 -363.11351879]","[-158.89881672 -216.691102   -216.691102   -177.94211295 -216.691102
 -177.94211295 -216.691102   -177.94211295 -177.94211295 -350.30181368
 -177.94211295 -350.30181368 -177.94211295 -350.30181368 -177.94211295
 -350.30181368 -177.94211295 -350.30181368 -177.94211295]"
"[ -28.3538106   -12.4163602  -161.76989692  -28.3538106   -12.4163602
   85.86720982  -28.3538106   -12.4163602   -12.4163602    85.86720982
  -12.4163602    85.86720982  -28.3538106   -12.4163602   -12.4163602
   85.86720982  -28.3538106   -12.4163602   -12.4163602 ]","[-230.07773582 -212.45825885 -311.41491565  -90.28035619  -66.31340666
 -197.84560552 -101.2703253  -134.77422443 -101.36879854 -119.1599764
 -171.13297964 -208.73675799 -198.79547318 -238.61424828 -255.702708
 -187.34294543  -99.68603613 -251.58980864 -280.31397153]","[-199.97287314 -202.68763997 -257.42485957 -199.97287314 -259.63160851
 -355.68151356 -195.06747034 -362.0411911    65.48563474 -302.86727269
 -197.28983371 -148.95812429 -110.53559072 -192.73945621 -115.5210516
 -178.08501353 -226.06715683 -174.78587345 -261.36026666]","[ -82.01684312 -274.49318204 -108.30879821 -104.2589135  -160.19281488
 -481.4788503   -72.15477707 -599.65613778 -220.01097287  -99.07725596
 -274.44849861  -51.80578364  -65.23818836 -108.41503854 -279.80539961
 -185.30112488 -399.86223696 -425.4238613  -359.30228461]","[ -67.39534729  -73.05696735  -47.39282794  -90.77845174  -89.66555041
 -149.26471465 -163.17513025 -195.55918324   -4.30994344  -82.49276435
  -26.58503639  -62.22044874   27.54677446 -113.54210175 -226.03545973
 -237.16421498 -219.46645539  -17.6487343     5.20502812]","[ -86.75594974   31.9011602    49.60469362 -120.76226621  -64.99793372
  -14.66785208 -118.06429072 -142.44593346 -115.646931   -205.91298848
  -71.599992    -44.62511183  -30.16963729 -186.65544884    3.92945146
 -121.76355398  -73.62499519  -63.99966899   29.70705242]","[ -8.50694493e+01  -1.22179930e+02  -2.61149446e+02   2.95261238e+01
  -1.59533732e+02  -1.94516891e+02  -7.60125711e+01  -5.17842380e+01
  -1.38323726e+01  -1.23263218e+02  -7.20528628e+01  -5.29558077e+01
  -2.07079189e+02  -1.89720353e-01   2.93418593e+01  -1.24443702e+02
  -4.81553514e+01  -2.07079189e+02  -2.38040324e+02]","[-212.32730757 -314.6379429  -173.32540797 -270.11707284 -115.14704305
 -219.94447688  -87.23014289  -99.29912284 -313.01955979 -296.76464108
 -186.72455698 -120.99354354 -183.1040816  -147.13148835 -249.5190278
  -85.79967719 -196.15427456 -146.6387599  -109.59590301]","[-183.20564133 -255.79049892 -166.87959052 -363.59888646 -447.0550687
  -28.0272296  -244.36443372 -328.66432416 -302.41030725 -387.06676346
 -285.20024823 -307.46678436 -268.08971471 -316.23401129 -210.691475
 -177.35919412 -393.80373904 -325.84997216 -442.57849524]","[-358.12017251 -277.25348759 -358.12017251 -277.25348759 -358.12017251
 -277.25348759 -277.25348759 -323.82193655 -277.25348759 -323.82193655
 -277.25348759 -323.82193655 -277.25348759 -323.82193655 -277.25348759
 -323.82193655 -420.64816633 -358.12017251 -277.25348759]"
"[-150.11477934 -155.51722362 -155.51722362  -99.4144139  -150.11477934
 -155.51722362 -155.51722362 -150.11477934 -155.51722362 -150.11477934
 -155.51722362 -155.51722362  -99.4144139  -150.11477934 -155.51722362
 -129.85775296 -150.11477934 -155.51722362  -99.4144139 ]","[-194.07693325 -254.77041913 -169.87216803 -150.19958381 -205.41855094
 -227.27902339 -196.74872864 -226.94454317 -182.37841002 -273.97972147
 -280.55248101 -234.83389757 -101.24782298 -333.45155977 -148.73081571
 -227.33129049  -87.2655472   -97.16021215 -192.52743178]","[-108.02960453  -61.33775925 -323.20622336 -161.1415153  -170.51014361
 -309.13114155 -150.46444346  -98.20880239 -384.95370514 -181.83845681
  -90.78103168  -70.16145329 -207.77659392 -329.61368756 -199.61979766
  -57.46049042 -240.42296706 -170.51014361 -235.22194762]","[-454.95346704 -221.51334895 -401.62700628 -141.74925018 -359.47334719
 -266.31424994 -210.24405382 -328.32639428 -269.69283297   19.04063963
 -236.58947496  209.72517851 -235.93542547 -422.43750604 -593.76019406
 -329.0860887  -393.15654927 -206.69543515  -75.09102988]","[-106.78521486 -107.10801554 -129.86716417 -228.78767294 -293.58367885
 -119.99306008  -21.52197969 -279.35555114   31.67405633 -236.59590412
   42.67693484 -217.25604159 -244.92017804   18.33665603 -141.88843344
 -290.6774749  -316.57628833 -116.3137656  -232.08920947]","[-101.85142882 -173.20205994 -111.01243132 -131.00019227  -56.59905789
   10.56988814  -64.65701441 -211.48759164  -70.0094194    30.29876078
  -33.77002798  -81.97768387  -78.14440853  -59.92463399 -131.71479394
  -31.22217546  -89.11233309  -80.17797901   47.17590648]","[-131.16011084  -49.1663164  -185.47521408  -87.78828975   85.41502371
 -128.69445895  -73.8027927    99.18783348  -98.62163651  -28.56618199
   13.48200622  -65.2633785   -15.5293398   -25.70048845  -63.28233995
  -39.82789481  -15.5293398   -34.11307058 -125.78590818]","[-258.64475387 -227.04218111 -339.56887807 -193.19472853 -315.31282386
 -387.60933238 -185.11454987 -123.30840194 -273.88489298 -164.89155353
  -62.61986709 -139.03026005  -54.25042882 -311.70642611 -187.29964838
 -238.49454583 -217.26428081 -185.86265284  -75.42914287]","[-354.11346612  -29.22867593 -293.18464136 -206.00386833 -347.07359231
 -241.9912335  -429.95067379 -410.923362   -368.43359616 -363.98567022
 -450.27389955 -369.0313089  -289.13878912 -361.44874806 -168.62556471
 -280.18944515  -33.68028857 -325.02303361 -305.66482212]","[-269.40668586 -319.8131298  -379.25514064 -357.9799304  -379.25514064
 -357.9799304  -357.9799304  -284.80325787 -357.9799304  -284.80325787
 -357.9799304  -284.80325787 -379.25514064 -357.9799304  -357.9799304
 -284.80325787 -379.25514064 -357.9799304  -357.9799304 ]"
"[  4.58363375  15.54732499  15.54732499 -49.43513992 -49.43513992
 -58.92373204  15.54732499 -49.43513992  15.54732499 -49.43513992
 -49.43513992 -58.92373204  15.54732499 -49.43513992 -49.43513992
 -58.92373204  15.54732499 -49.43513992  15.54732499]","[-290.09217439 -146.54844261 -308.1819149   -84.8123117  -301.73346971
 -225.41618997 -117.7902038  -226.22147863 -227.01634456 -207.42157611
 -105.23492051 -225.21125526 -241.82687065 -113.68132259 -118.26274079
  -61.4252777  -147.12636374 -243.80385961 -193.03620021]","[-170.96302358  -64.87936549 -185.24380678 -359.39253578  -17.28107633
 -357.74536026 -292.7812255   -44.43261253  -99.20417415 -273.2449768
 -187.34942782 -185.24380678 -141.54937601 -291.79428478 -156.25797444
 -233.45517136 -357.74536026 -428.01933983 -273.04527302]","[-424.7326821  -212.74092968  -24.20449012 -164.24835636 -193.14165234
 -299.91777205 -318.94571552 -212.66205304 -241.17191703 -222.57213402
 -240.9617724  -582.77961244 -242.47645763  -87.5228437  -235.35030054
 -248.59551457 -193.98831301 -125.49980072 -352.40566673]","[  50.5725117  -126.03189349 -201.91611149  -48.93455531   -9.37856104
   41.08821078 -185.92692304 -106.00158754 -262.30070837 -281.27532062
 -195.99629549 -213.15852196  -77.55761083 -117.44891317 -237.54818358
 -202.45748033  -76.78768964 -170.48380296 -134.71654253]","[ -95.06375018   83.4709844   -33.99803263    1.09186495 -192.15374164
    4.59876293  -39.19264076  -33.84080483  -57.05067887 -102.00253429
  -42.71665992 -117.59978506  -64.42667828  -15.29220116  -54.29180944
  -87.77202476  -92.51900863  -29.48297151   25.83136961]","[ -72.45032101  -33.86579486  -61.03491398 -154.93289919    4.67000734
  -19.59603361   -9.92189461  -64.74351263   88.39501225 -160.07327705
  -11.94656887  -67.28355235  -99.79846882   84.57912792    6.10736771
  -24.48765772  -64.74351263  -67.64157497 -137.04060602]","[  20.97590869 -128.35244857 -109.12564744 -134.55136166  -71.48428102
  -68.1315965    73.825351   -152.93516865 -165.60972927 -279.31024524
 -183.74932126  -89.34376696 -177.45138888  -98.33338771 -165.37549729
 -193.28390361 -108.94328139  -53.0484102  -104.18656756]","[-108.48722058 -208.18678986 -350.75941439 -298.6209451  -329.86105657
 -229.59306124 -410.13438674 -237.61369669  -38.48932592 -301.8633001
 -209.67572197 -178.5892564  -218.2334523  -292.43392355 -223.65958376
 -290.00195387 -301.26703036 -270.23612538 -346.32072472]","[-170.8029057  -441.92174281 -441.92174281 -454.68667574 -170.8029057
 -441.92174281 -170.8029057  -441.92174281 -170.8029057  -441.92174281
 -441.92174281 -454.68667574 -396.73711387 -239.67462443 -170.8029057
 -441.92174281 -441.92174281 -454.68667574 -441.92174281]"
"[ -63.31534618 -102.24104643 -102.24104643  -54.21441024  -54.21441024
  -49.45197799 -102.24104643  -54.21441024 -102.24104643  -54.21441024
 -102.24104643  -54.21441024  -63.31534618 -102.24104643  -54.21441024
  -49.45197799 -102.24104643  -54.21441024  -54.21441024]","[-260.78275252 -109.47372965 -170.80779882 -291.10461972 -219.38333121
 -285.05830882 -224.35802052 -246.67751979 -314.84310033 -298.34624071
 -283.98956197 -173.71221425 -307.70210725 -274.76460267 -221.3515766
 -187.92724398 -189.53118294 -124.88137261  -68.42709133]","[ -77.12472273 -320.41902997 -303.47616038 -165.53228897 -253.40242312
 -104.93893151 -104.93893151 -183.88931176 -101.48670201   -4.38327506
 -141.10082765   17.59585831  -84.53973891 -267.57324367 -217.76239201
 -278.81695502 -195.73925087   -2.59358087 -307.28285961]","[-400.31320168 -383.4601051  -195.03139551   66.69253545 -235.66086995
 -365.27283999 -273.80273633 -457.49270054 -320.44521685 -369.40370461
 -430.29326479 -439.62234509 -243.33543986 -171.8423977  -188.71973564
 -316.55837385  -87.60435943 -168.56089957 -355.46039981]","[-132.90208526 -209.54264511  -69.12354657 -152.50555678 -193.50893626
 -255.3812267  -163.66213042 -226.42348424  -10.4975232  -245.84105287
    9.9639001  -214.62328445 -112.60714634    3.15665012 -164.72610993
  -38.9809139  -127.56971447 -139.19571578  -90.38076896]","[ -35.69590909  -27.27876636  -94.3024866    49.82116212   -2.71486824
    9.16778506  -77.21802032   60.4540633   -20.15017863   34.26245564
 -184.86251648  -45.23545683  -86.12875481  -74.21831922  -69.92908086
  -60.48567082  -60.06691045   27.80964619  -34.03180999]","[ -76.70411183  -36.00004607  -78.04387753  102.92796286    2.91604274
   45.39925624 -159.14754573 -169.62631596 -237.75873554  144.59428742
   15.92087168 -257.14322098   37.62274736  -20.01307656  -66.38804505
  115.38343068   17.00644978 -101.2013357    15.92087168]","[ -84.58823848 -222.43320303 -424.7917494  -145.76331285  -86.79466587
  -73.51932572  -46.2457334   -39.8142113  -144.13158525 -333.27369867
  -77.1254472  -231.99058413 -154.4487332  -287.02690226   10.01368784
 -177.4472099  -125.46339633 -178.1775176  -166.59470429]","[-292.52488445 -261.41506288 -252.07973465 -269.99217704 -155.08380258
 -293.21296632 -266.66241435 -332.95693037 -293.76399181 -299.88859609
 -277.11036161   85.94921357 -356.1676798  -408.26858214 -366.71303135
 -115.67078464 -388.85677923 -209.63328531 -251.78098456]","[-204.43652689 -210.1560893  -204.43652689 -210.1560893  -204.43652689
 -181.98630575 -360.77447045 -204.43652689 -210.1560893  -210.1560893
 -164.0912097  -210.1560893  -164.0912097  -210.1560893  -164.0912097
 -204.43652689 -210.1560893  -204.43652689 -210.1560893 ]"
